case_number,source_file_key,docket_numbers,citation,citation_year,citation_seq,case_name,pdf_url,date_argued,date_issued,days_to_decision,term_year,lower_court,lower_court_type,lower_court_judge,case_type,appeal_type,outcome,author,author_display,majority,dissent,concur_separate,not_participating,vote_string,is_unanimous,has_dissent,has_separate_concurrence,topics,rsa_citations,rsa_primary,involves_statutory_interpretation,standard_of_review,summary_paragraph,word_count,opinion_type,parse_version,parse_timestamp,parse_confidence
2023-0406,2023-0406,['2023-0406'],,,,"D.G. v. A.L., the court on November 29, 2023",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-12/20230406.pdf,,2023-11-29,,2023,Circuit Court,circuit_court,Cabrera,family/domestic,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,['domestic_violence'],"['RSA 173-B:5', 'RSA 173-B:5, I', 'RSA 173-B:1, I', 'RSA 173-B:3, I']",RSA 173-B:5,False,[],,1079,case_order,1.0.0,2026-08-03T12:14:08.354448,0.8
2023-0394,2023-0394,['2023-0394'],,,,Jodie Kramer v. Tar Mac Paving,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-12/20230394.pdf,,2023-11-27,,2023,,,,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['statutory_interpretation', 'contract']",[],,True,[],,356,case_order,1.0.0,2026-08-03T12:14:08.439229,0.8
2023-0347,2023-0347,['2023-0347'],,,,Wanda Cote & a. v. Carrie Van Slette & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-12/20230347.pdf,,2023-11-17,,2023,"Circuit Court (Hall, J.)",circuit_court,Hall,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,['constitutional'],[],,False,[],,727,case_order,1.0.0,2026-08-03T12:14:08.628863,0.8
2021-0554,2021-0554,['2021-0554'],,,,Janessa Verrill & a. v. Commissioner of the New Hampshire Department of Health and Human Services & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20210554.pdf,,2023-11-17,,2023,Superior Court,superior_court,Kissinger,civil,standard,remanded,per_curiam,Per Curiam,3,0,0,3,3-0,True,False,False,"['medicaid', 'administrative_law', 'employment']","['RSA 171-A', 'RSA 171-A:6', 'RSA 171-A:1-a, I', 'RSA 171-A:1, IV', 'RSA 186-C', 'RSA 490:3']",RSA 171-A,False,[],,1180,case_order,1.0.0,2026-08-03T12:14:08.955006,0.8
2022-0070,2022-0070,['2022-0070'],,,,State of New Hampshire v. Genaro Claussells-Vega,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20220070.pdf,,2023-11-15,,2023,,,Nicolosi,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['criminal', 'domestic_violence']","['RSA 632-A:2, I', 'RSA 631:2, I', 'RSA 633:1, I', 'RSA 631:2-b, I', 'RSA 631:4, I']","RSA 632-A:2, I",False,[],,1350,case_order,1.0.0,2026-08-03T12:14:09.325933,0.8
2022-0311,2022-0311,['2022-0311'],,,,State of New Hampshire v. Dana Anderson,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20220311.pdf,,2023-11-15,,2023,,,Attorri,criminal,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['criminal', 'civil_procedure']",['RSA 633:2'],RSA 633:2,False,[],,1479,case_order,1.0.0,2026-08-03T12:14:09.688363,0.8
2021-0547,20210547,['2021-0547'],,,,2021-0547 State of New Hampshire v. Christopher Harrington,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20210547.pdf,,2023-11-14,,2023,"Superior Court (Wageling, J.)",superior_court,Wageling,criminal,standard,reversed,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['criminal', 'evidence']","['RSA 632-A:2', 'RSA 632-A:3, III', 'RSA 632-A:2, I']",RSA 632-A:2,False,[],,1261,case_order,1.0.0,2026-08-03T12:14:09.985158,0.8
2023-0314,2023-0314,['2023-0314'],,,,Chloe Thibodeau v. Alicia L’Esperance,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-12/20230314.pdf,,2023-11-13,,2023,"Circuit Court (Kane, R., approved by Murray, J.) entering judgment in favor of",circuit_court,"Kane, R., approved by Murray",civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,['statutory_interpretation'],"['RSA 503:6', 'RSA 503:6, I', 'RSA 503:6, II']",RSA 503:6,True,[],,1197,case_order,1.0.0,2026-08-03T12:14:10.263263,0.8
2022-0574,2022-0574,['2022-0574'],,,,State of New Hampshire v. Danielle T. Walker,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-12/20220574.pdf,,2023-11-13,,2023,"Circuit Court (Greenhalgh, J.)",circuit_court,Greenhalgh,criminal,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,"['criminal', 'evidence']","['RSA 637:3-a, II']","RSA 637:3-a, II",False,[],,1094,case_order,1.0.0,2026-08-03T12:14:10.542755,0.8
2022-0400,2022-0400,['2022-0400'],,,,State of New Hampshire v. Michael Ciampa,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-12/20220400.pdf,,2023-11-09,,2023,"Superior Court (St. Hilaire, J.)",superior_court,St. Hilaire,criminal,standard,affirmed,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,['criminal'],"['RSA 631:2, I', 'RSA 2', 'RSA 625:11, VI']","RSA 631:2, I",False,[],,1409,case_order,1.0.0,2026-08-03T12:14:10.933579,0.8
20190490,20190490,"['2019-0490', '2021-0501']",,,,"State of New Hampshire v. Robert M. Fitzgerald, Jr.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20190490.pdf,,2023-11-07,,2023,,,,criminal,standard,dismissed,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['criminal', 'civil_procedure']","['RSA 633:1, I', 'RSA 631:2, I', 'RSA 631:2-b, I']","RSA 633:1, I",False,[],,1474,case_order,1.0.0,2026-08-03T12:14:11.748733,0.8
2022-0467,2022-0467,['2022-0467'],,,,In the Matter of Johanna Papantones and Mark Papantones,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20220467.pdf,,2023-11-03,,2023,Circuit Court,circuit_court,Prevett,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['family_law', 'statutory_interpretation', 'employment', 'contract']",[],,True,['de_novo'],,1357,case_order,1.0.0,2026-08-03T12:14:12.106053,0.8
2022-0602,2022-0602,['2022-0602'],,,,Cheers P.R. & C. Gaming Corporation & a. v. New Hampshire Lottery Commission & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20220602.pdf,,2023-11-03,,2023,"Superior Court (Attorri, J.)",superior_court,Attorri,civil,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['administrative_law', 'civil_procedure', 'statutory_interpretation', 'property', 'contract', 'tort', 'evidence']","['RSA 541-B:1', 'RSA 491:8', 'RSA 541-B', 'RSA 541-B:1, II']",RSA 541-B:1,True,[],,1346,case_order,1.0.0,2026-08-03T12:14:12.467597,0.8
2022-0084,2022-0084,['2022-0084'],,,,Albert S. Brandano v. Superintendent of New Hampshire School Administrative Unit 16 & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20220084.pdf,,2023-11-03,,2023,"Superior Court (Ruoff, J.)",superior_court,Ruoff,civil,standard,dismissed,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['administrative_law', 'civil_procedure', 'contract']",['RSA 91-A'],RSA 91-A,False,[],,1071,case_order,1.0.0,2026-08-03T12:14:12.740631,0.8
2022-0498,2022-0498,['2022-0498'],,,,State of New Hampshire v. Matthew Ryan Fritz,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20220498.pdf,,2023-11-02,,2023,,,,civil,standard,reversed_and_remanded,per_curiam,Per Curiam,4,0,0,1,4-0,True,False,False,"['evidence', 'DWI']","['RSA 265-A:3, III', 'RSA 265-A:2', 'RSA 265-A:2, I']","RSA 265-A:3, III",False,[],,1351,case_order,1.0.0,2026-08-03T12:14:13.140394,0.8
2022-0538,2022-0538,['2022-0538'],,,,Rochester Agricultural & Mechanical Association v. City of Rochester,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-10/20220538.pdf,,2023-10-31,,2023,"Superior Court (Howard, J.)",superior_court,Howard,civil,standard,dismissed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,"['civil_procedure', 'statutory_interpretation', 'constitutional', 'property']","['RSA 491:22', 'RSA 677:4']",RSA 491:22,True,[],,1045,case_order,1.0.0,2026-08-03T12:14:13.372845,0.8
2022-0178,2022-0178,['2022-0178'],,,,State of New Hampshire v. Joseph Gorman,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-10/2022-0178.pdf,,2023-10-24,,2023,"Superior Court (Nicolosi, J.)",superior_court,Nicolosi,criminal,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['criminal', 'constitutional', 'evidence']","['RSA 632-A:2, I']","RSA 632-A:2, I",False,[],,1450,case_order,1.0.0,2026-08-03T12:14:13.763460,0.8
2022-0362,2022-0362,['2022-0362'],,,,Lauren C. Shearer v. Town of Richmond,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-10/2022-0362.pdf,,2023-10-24,,2023,"Superior Court (Leonard, J.)",superior_court,Leonard,civil,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,['civil_procedure'],"['RSA 231:38', 'RSA 231:9', 'RSA 231:38, I', 'RSA 231:34']",RSA 231:38,False,['de_novo'],,1479,case_order,1.0.0,2026-08-03T12:14:14.629503,0.8
2023-0425,2023-0425,['2023-0425'],,,,Peter Boraczek v. Robert Shone,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20230425.pdf,,2023-10-23,,2023,"Circuit Court entering default in favor of the plaintiff, Peter Boraczek",circuit_court,,criminal,standard,reversed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,"['criminal', 'statutory_interpretation']",[],,True,[],,572,case_order,1.0.0,2026-08-03T12:14:14.758418,0.8
2023-0114,2023-0114,['2023-0114'],,,,Oak Brook Condominium Owners' Association v. Gerard Dufresne,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20230114.pdf,,2023-10-23,,2023,"Circuit Court (Chabot, J.)",circuit_court,Chabot,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,"['administrative_law', 'contract', 'tax']",['RSA 356'],RSA 356,False,[],,908,case_order,1.0.0,2026-08-03T12:14:15.000367,0.8
2023-0181,2023-0181,['2023-0181'],,,,K.A. v. D.A.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20230181.pdf,,2023-10-20,,2023,"Circuit Court (Rauseo, J.)",circuit_court,Rauseo,family/domestic,standard,remanded,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,['domestic_violence'],"['RSA 173', 'RSA 173-B:5, VI', 'RSA 490:4']",RSA 173,False,[],,358,case_order,1.0.0,2026-08-03T12:14:15.101862,0.8
2022-0046,2022-0046,['2022-0046'],,,,State of New Hampshire v. Paul Loukedes,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20220046.pdf,,2023-10-20,,2023,Superior Court,superior_court,Schulman,criminal,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['criminal', 'tort', 'DWI']",['RSA 262:23'],RSA 262:23,False,"['de_novo', 'clear_error']",,1400,case_order,1.0.0,2026-08-03T12:14:15.473084,0.8
2023-0276,2023-0276,['2023-0276'],,,,Shirley Donahue v. Ronald Vieira,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20230276.pdf,,2023-10-19,,2023,"Circuit Court (Murray, J.)",circuit_court,Murray,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,"['statutory_interpretation', 'contract', 'tort']",[],,True,[],,333,case_order,1.0.0,2026-08-03T12:14:15.553163,0.8
2023-0053,2023-0053,['2023-0053'],,,,Maria Melekos v. Wanda Cote,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20230053.pdf,,2023-10-16,,2023,Circuit Court,circuit_court,Weaver,civil,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['statutory_interpretation', 'contract', 'tax']",['RSA 382-A:2-209'],RSA 382-A:2-209,True,['de_novo'],,1494,case_order,1.0.0,2026-08-03T12:14:15.878535,0.8
2022-0320,2022-0320,['2022-0320'],,,,State of New Hampshire v. Kathryn D. Pate,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-10/20220320.pdf,,2023-10-13,,2023,"Circuit Court (LeFrancois, J.)",circuit_court,LeFrancois,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['family_law', 'DWI', 'tax']","['RSA 265-A:3, III', 'RSA 329:26']","RSA 265-A:3, III",False,"['de_novo', 'clear_error']",,1393,case_order,1.0.0,2026-08-03T12:14:16.218126,0.8
2022-0708,2022-0708,['2022-0708'],,,,State of New Hampshire v. Victor Woodin,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20220708.pdf,,2023-10-12,,2023,"Circuit Court (Zaino, J.)",circuit_court,Zaino,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,"['statutory_interpretation', 'DWI']",['RSA 265-A:2'],RSA 265-A:2,True,[],,306,case_order,1.0.0,2026-08-03T12:14:16.297014,0.8
2022-0652,20220652,['2022-0652'],,,,"2022-0652 Tracey L. Russo v. Granite State Podiatry Associates, P.A. & a.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-10/20220652.pdf,,2023-10-12,,2023,Superior Court,superior_court,Delker,civil,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['civil_procedure', 'contract', 'tort']","['RSA 507-E', 'RSA 508:4, I', 'RSA 491:8-a, III']",RSA 507-E,False,['de_novo'],,1416,case_order,1.0.0,2026-08-03T12:14:16.657005,0.8
2022-0547,2022-0547,['2022-0547'],,,,In the Matter of Frederick Wilkinson and Lisa Wilkinson,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20220547.pdf,,2023-10-12,,2023,"Circuit Court (Forrest, J.)",circuit_court,Forrest,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,"['family_law', 'employment']","['RSA 458:19-aa, VII', 'RSA 458:19-aa, VIII', 'RSA 458:19-aa, IX', 'RSA 458:16-b, I']","RSA 458:19-aa, VII",False,[],,1324,case_order,1.0.0,2026-08-03T12:14:17.027103,0.8
2023-0253,2023-0253,['2023-0253'],,,,Karissa Kagiliery & a. v. 274 Amherst Street LLC,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20230253.pdf,,2023-10-11,,2023,,,,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,[],"['RSA 540-A:7, I']","RSA 540-A:7, I",False,[],,696,case_order,1.0.0,2026-08-03T12:14:17.211181,0.8
2023-0252,2023-0252,['2023-0252'],,,,"Brian McGivern v. Erickson Foundation Supportworks, ADO Erickson Construction",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20230252.pdf,,2023-10-11,,2023,,,,civil,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,[],[],,False,[],,448,case_order,1.0.0,2026-08-03T12:14:17.322010,0.8
2023-0205,2023-0205,['2023-0205'],,,,State of New Hampshire v. Cody M. Frye,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-09/20230205.pdf,,2023-09-26,,2023,Superior Court,superior_court,Attorri,criminal,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,[],"['RSA 597:1-c', 'RSA 597:2, III', 'RSA 318-B:26, IX']",RSA 597:1-c,False,[],,1448,case_order,1.0.0,2026-08-03T12:14:17.710789,0.8
2023-0017,2023-0017,['2023-0017'],,,,Robert Ford & a. v. Town of Fitzwilliam & a.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20230017.pdf,,2023-09-22,,2023,Superior Court,superior_court,Smith,civil,standard,affirmed,per_curiam,Per Curiam,4,0,0,2,4-0,True,False,False,['civil_procedure'],['RSA 644:2'],RSA 644:2,False,['de_novo'],,492,case_order,1.0.0,2026-08-03T12:14:17.824551,0.8
20210497and20210523,20210497and20210523,"['2021-0497', '2021-0523']",,,,State of New Hampshire v. Michael Caterson,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-09/20210497and20210523.pdf,,2023-09-21,,2023,"Superior Court (Honigberg, J.)",superior_court,Honigberg,criminal,standard,vacated,per_curiam,Per Curiam,4,0,0,2,4-0,True,False,False,"['criminal', 'statutory_interpretation']","['RSA 169-B:4, VII']","RSA 169-B:4, VII",True,[],,791,case_order,1.0.0,2026-08-03T12:14:18.061515,0.8
2022-0483,2022-0483,['2022-0483'],,,,In the Matter of Amy Froebel-Fisher and Richard Fisher,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-09/20220483.pdf,,2023-09-21,,2023,"Circuit Court (Rauseo, J.)",circuit_court,Rauseo,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['family_law', 'property']",[],,False,[],,1389,case_order,1.0.0,2026-08-03T12:14:18.363206,0.8
2021-0569,2021-0569,['2021-0569'],,,,Debbie Orloff v. Jean-Paul Downs,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-09/20210569.pdf,,2023-09-21,,2023,Superior Court,superior_court,Wageling,civil,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['contract', 'tort']","['RSA 275:51, V']","RSA 275:51, V",False,[],,1453,case_order,1.0.0,2026-08-03T12:14:18.734227,0.8
2022-0207,2022-0207,['2022-0207'],,,,State of New Hampshire v. Richard Mooney,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20220207.pdf,,2023-09-14,,2023,Superior Court,superior_court,Kissinger,criminal,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,['criminal'],['RSA 651:63'],RSA 651:63,False,[],,187,case_order,1.0.0,2026-08-03T12:14:18.795619,0.8
2022-0475,2022-0475,['2022-0475'],,,,In the Matter of Noreen Morgan and Thomas Morgan,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-09/20220475.pdf,,2023-09-12,,2023,"Circuit Court (Curran, J.)",circuit_court,Curran,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['insurance', 'family_law', 'property', 'employment']","['RSA 458:16-a, I']","RSA 458:16-a, I",False,[],,1405,case_order,1.0.0,2026-08-03T12:14:19.128554,0.8
2022-0372,2022-0372,['2022-0372'],,,,State of New Hampshire v. Vincent Cooper,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-09/20220372.pdf,,2023-09-12,,2023,"Superior Court (St. Hilaire, J.)",superior_court,St. Hilaire,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,"['criminal', 'domestic_violence']","['RSA 631:2, I', 'RSA 631:2, III', 'RSA 631:2, II']","RSA 631:2, I",False,[],,1318,case_order,1.0.0,2026-08-03T12:14:19.468441,0.8
2022-0414,2022-0414,['2022-0414'],,,,State of New Hampshire v. Jonathan A. Perfetto,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-09/20220414.pdf,,2023-09-08,,2023,"Superior Court (Anderson, J.)",superior_court,Anderson,criminal,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['criminal', 'statutory_interpretation']","['RSA 651:10', 'RSA 649-A:3', 'RSA 651', 'RSA 622-B:2']",RSA 651:10,True,['de_novo'],,1393,case_order,1.0.0,2026-08-03T12:14:19.807127,0.8
2022-0301,20220301,['2022-0301'],,,,"2022-0301 Brenda L. Butkus, Administrator of the Estate of Michael D. Veilleux & a. v. Demoulas Super Markets, Inc.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-09/20220301.pdf,,2023-09-07,,2023,Superior Court,superior_court,Messer,civil,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['administrative_law', 'civil_procedure', 'statutory_interpretation', 'employment', 'contract', 'tort']",[],,True,[],,1370,case_order,1.0.0,2026-08-03T12:14:20.187601,0.8
2023-0164,2023-0164,['2023-0164'],,,,M.B. v. R.B.,https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20230164.pdf,,2023-09-01,,2023,Circuit Court,circuit_court,Chabot,family/domestic,standard,,per_curiam,Per Curiam,0,0,0,5,Unavailable,False,False,False,"['criminal', 'family_law', 'statutory_interpretation', 'property', 'contract', 'domestic_violence']","['RSA 173-B:5', 'RSA 173-B:5, I', 'RSA 173-B:1, I', 'RSA 634:1', 'RSA 632:2', 'RSA 173-B:3, VI', 'RSA 634:2, I', 'RSA 637:2, IV', 'RSA 458:7, III']",RSA 173-B:5,True,[],,1448,case_order,1.0.0,2026-08-03T12:14:20.558782,0.8
2022-0686,2022-0686,['2022-0686'],,,,"In the Matter of Samantha Curran and James Curran, Jr.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-11/20220686.pdf,,2023-09-01,,2023,"Circuit Court (Forrest, J.)",circuit_court,Forrest,family/domestic,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,"['insurance', 'medicaid', 'family_law', 'property', 'employment', 'tax']","['RSA 458:16-a, II', 'RSA 461-A:6', 'RSA 461-A:2, I']","RSA 458:16-a, II",False,[],,1266,case_order,1.0.0,2026-08-03T12:14:20.866422,0.8
2022-0619,2022-0619,['2022-0619'],,,,"State of New Hampshire v. Alfred C. Lovely, Sr.",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2023-08/20220619.pdf,,2023-08-31,,2023,"Superior Court (Howard, J.)",superior_court,Howard,criminal,standard,affirmed,per_curiam,Per Curiam,5,0,0,1,5-0,True,False,False,"['criminal', 'constitutional']","['RSA 651-A:22-a', 'RSA 651']",RSA 651-A:22-a,False,[],,722,case_order,1.0.0,2026-08-03T12:14:21.052156,0.8
